,CANT,DESCR,PRECIO_UNITARIO,COSTO_TOTAL_CALCULADO
930,1,"TUB INOX 1/4""ØX150CM 900W 230V 27DOBLEZ",1284.0,249.45
931,1,"TUB INOX 1/2""ØX670MM 22.5W480V BRIDA 6""",25258.15,2754.67
932,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,668.0,210.24
933,1,BAN MICA INOX 33mmØx26mm 100W 230V CAJA,758.5,120.77
934,3,BOB 8020 4MMØX600MM 1000W 127V T/OJILLO,525.0,32.46
935,6,"TUB INOX 5/16""ØX700MM 780W 220V ""M"" ESPE",625.2,262.85
936,3,"TUB INOX 5/16""ØX795MM 780W 120V T/TORNI",625.2,146.81
937,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,78.65
938,3,"TUB INOX 5/16""Øx132MM 1000W 230V ESP/CAB",983.0,682.85
939,1,TER J 6MMØX21MM EXT.1.5MTS MALLA/RESORTE,535.0,66.88
940,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,48.2
941,1,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95
942,1,"TUB INOX 5/16""ØX296MM 1300W 110V ""M"" ESP",1048.97,6587.67
943,2,"TUB INOX 1/2""ØX345MM 500W240V U BUSH-M18",1056.35,697.4
944,2,"TUB INOX 1/2""ØX246MM 3000W480V ""M"" BUSH",985.0,485.55
945,1,"TER J 6MMØX2""  EXT.50CM F/SILICON Z/PIN",661.2,31.14
946,20,PT-100 FORMA ESPECIAL EXT. DE 1.5 MTS,935.0,3719.07
947,6,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT",2177.5,2746.25
948,3,BN INOX 111MMØX85MM 1000W127V CIERRE STD,1991.0,548.62
949,10,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,123.0,48.02
950,3,"TUB RECTA 1/2øX800mm 950W 140V""",705.5,405.53
951,3,"TUB RECTA 1/2""ØX800MMLON 1000W 73V T/TOR",705.5,409.8
952,7,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,606.0,1471.68
953,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.0,260.2
954,8,"CART INOX 3/4""x24"" LONG 1500W 220V",764.8,1729.33
955,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,265.08,97.49
956,1,"TERMOPAR CERAMICO T/K"" LONG 18"" CAL 8""",597.0,173.0
957,5,"TUB ""J"" Ø 8 MM X 240 CM 5500 W 220 V",1551.2,1668.85
958,1,BAN INOX 192MMØX150MM 3500W 440V C/ALLEN,1584.6,369.86
959,2,REPACION A SELLADORA DE BANDA CONTINUA,674.82,177.06
960,2,RESIST TIPO BOBINA CAL. 6 DSD 30 KW 440V,18482.78,5227.2
961,3,PISTOLA DE AIRE 3500W 220V,720.0,389.85
962,1,BC INOX 245MMØX346MM 6KW 480V EXT3MTS,9700.0,0.0
963,1,"TIRA INOX 38MMX60CM 1000W220V T/TIPO ""C""",653.0,223.04
964,2,"TUB INOX 5/16""ØX76CM 1200W 230V ESP",1100.0,87.87
965,2,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",2186.0,2125.57
966,10,"TERMOPOZO COBRE 3/8""x126mm 1/2""A1/2"" NPT",351.64,1444.71
967,2,FAB BOB 100MMX200MM 4500W480W AHOGA/ALUC,1974.31,721.38
968,1,FAB BOB 100MMX500MM 7500W480W AHOGA/ALUC,2874.31,886.73
969,2,"CBE 5/8""ØX1.75MTLON 1500W440V T/PLICA",2215.0,1221.56
970,2,"BOQUILLA 11/2X1""1/2"" 300W 240V""",462.0,506.0
971,4,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",2218.27,4818.85
972,2,"TUB INOX 1/4""ØX155MM 930W127V ESP-7DOBLE",612.6,142.04
973,5,"TUB INOX 3/8""Øx4040mm ESP 4000W 254V",3200.0,5244.49
974,12,"CBS INOX 5/8""ØX152MM 400W 220V EXT.35CM",781.0,1517.55
975,15,"CAS INOX 5/8""ØX5 1/2"" 1050W 240V ESC90°",1180.0,2868.3
976,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,6288.76
977,20,PT-100 6MMØX6CM EXT 4MT TEFLON 4HILOS,1144.58,7266.24
978,20,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",330.8,1846.35
979,4,"TUB INOX7 /16x115CMS CLIP15KW220V PLACA""",2621.15,2964.18
980,2,"TER J 1/4""ØX6"" EXT3MT CONEC/DESLIZ 1/4""Ø",519.14,239.89
981,1,"TUB INOX 5/16""ØX25CM 3000W240V ""U""T/PUMA",1443.3,470.05
982,1,"TUB INOX 5/16""ØX315MM 3KW240V 3 ELIPSES",1033.0,217.51
983,1,TER K  PUNTA PINX60CM MALLA INOX ZAP/PIN,295.0,39.22
984,10,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,386.0,844.11
985,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.1,260.2
986,1,"TUB INOX 1/2""Øx650mm U 12KW 220V TAPON",3450.74,1216.54
987,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,225.0,78.65
988,1,"RC 5/8""ØX75CM 4200W 480V CLAVIJA T/PLANC",2256.35,927.84
989,3,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0,780.6
990,12,"CAS INOX 3/4""ØX16"" 750W 240V EXT.30CM",745.0,2887.02
991,10,"CAS INOX 3/4""ØX16"" 1000W 240V EXT.30CM",864.2,2268.0
992,2,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,452.46
993,1,"TUBULAR U"" 11mmØx510mm 3kW 460V 3pz""",1800.0,693.77
994,1,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",2068.5,1261.99
995,1,TERMOPAR K DOBLE CAL14x21 FUNDA CERAMICA,3213.0,1165.13
996,4,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",2464.2,4271.95
997,20,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS",810.0,6273.1
998,1,"PT-100 5/16""ØX1MT CON1/2""-1/2""NPT C/MARI",1075.31,521.55
999,8,"CAS INOX 1/2""ØX8"" 500W 127V EXT30CM",753.5,1016.9
1000,1,"TUS INOX 5/16""ØX30CM 1000W 127V ""U""",497.89,42.8
1001,3,"BC PLANA 6""LARx4 1/4""ANC 2000W 220V C/TJ",2400.0,2039.25
1002,2,BOB 8020 CAL.19 1612W 127V CER-10CANALES,647.0,200.26
1003,2,BOB 8020 CAL.19 1612W 127V CER-8CANALES,647.0,1789.82
1004,2,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM",562.5,204.63
1005,2,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.1,520.4
1006,9,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,764.39,1240.49
1007,1,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,941.77,203.69
1008,1,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,669.35,126.54
1009,2,BAN P INOX 75MMX254MM 350W 127V T/TOR,863.0,136.7
1010,1,"TUB INOX.5/16""Øx473mm U 2500W 220V TAPO",1045.31,388.11
1011,2,BAN P INOX 75MMX254MM 350W 127V T/TOR,901.5,136.7
1012,3,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS",1064.0,991.99
1013,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,6632.15
1014,1,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0,1388.82
1015,1,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4
1016,2,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",2278.45,873.18
1017,1,"TUB INOX 5/16""ØX205MM 1000W 127V ""U"" BUS",817.89,176.15
1018,1,"BOQUILLA 11/2X1""1/2"" 300W 240V""",385.0,253.0
1019,10,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,386.0,771.29
1020,3,"TUB INOX 1/4""Øx150MM 900W 220V ESP/NAYLA",1784.35,337.18
1021,4,"CAS INOX 1/2""ØX5"" 750W127V EXT.30CM",657.58,429.99
1022,4,"CAS INOX 1/2""ØX41/2"" 500W127V ESCUADRA",779.5,633.45
1023,2,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,435.72,531.27
1024,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,350.41,251.36
1025,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",327.59,57.6
1026,10,"CAS INOX1/4""ØX4 1/2"" 350W240V ESCUADRA",1250.0,1701.62
1027,1,"BOQUILLA 11/2X1""1/2"" 300W 240V""",462.0,253.0
1028,1,"TUB INOX 3/8""ØX66MMØ 250W 127V CIRCULAR",596.0,28.41
1029,10,"TER K 3/16""ØX1"" EXT.7MTS MALLA  Z/ESPADA",699.5,2865.87
1030,3,"TUB INOX716Øx1421mm LONG ""M"" 3000W/220V""",799.1,505.21
1031,14,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,150.0,1101.12
1032,6,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,500.0,1593.82
1033,1,REPARACION MARCADORA DE LLANTAS,960.34,91.4
1034,1,REPARACION DE SELLADORA DE 30CM,772.0,13.33
1035,1,"TUB INOX 1/2""ØX500MM 9000W 240V C/PLACA",4972.3,1139.58
1036,1,"TUB INOX 1/2""ØX495MM 3000W220V U PLA/ACO",1385.0,281.46
1037,1,"TUB INOX 3/8""ØX235MM 3300W 230V CLIP/PLA",1848.9,406.12
1038,2,"TUB INOX 1/2X903mm 3000W 120V BUSHING""",1209.8,682.82
1039,2,TIRA P INOX. 300mmx38mm 500W 220V TORNIL,345.0,697.83
1040,2,"CAS INOX 3/8""ØX4"" 200W 127V EXT.30CM",528.89,136.5
1041,1,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,226.23
1042,1,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,226.23
1043,2,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",2186.0,1911.36
1044,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,264.0,97.49
1045,1,"TUB INOX 7/16""ØX505MM 4500W 440V U/PLAC",2660.9,896.15
1046,1,"TUB INOX 1/2""ØX746MM 30KW 440V ""U"" BRI8""",22417.6,9353.62
1047,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,78.65
1048,1,"TUB INOX 5/16""ØX30CM 2000W 240V ""M"" BUSH",899.0,197.53
1049,1,"TUB INOX 1/4""ØX1105MM 900W 127V RECTA/ZA",556.7,72.88
1050,1,"TER J 3/16""ØX8"" CON 1/2""-1/2"" NPT C/MAR",1103.45,400.95
1051,1,"TUB COBRE 5/16""ØX158MM 1250W 127V ""J""TAP",930.0,159.65
1052,3,"TER K 5/16""ØX310MM CON-1/2""NPT PROC C/MA",845.29,1108.97
1053,2,"TUB U"" 7/16""x500mm 7000W480V 3PZ/1JGO""",2465.0,1170.39
1054,3,"TUB RECTA 1/2øX800mm 950W 140V""",705.5,392.91
1055,6,"TUB RECTA 1/2""ØX800MMLON 1000W 73V T/TOR",705.5,863.31
1056,6,"TERMOPAR ""K"" C/ELEMENTO CAL.8 X750 MM",918.0,3013.94
1057,1,"TUB INOX 1/2""ØX360MM 1500W 480V ESP",915.0,239.08
1058,3,"TUB INOX 5/16""ØX90CM 1500W 480V ""L"" TOR",715.65,309.63
1059,4,TIRA INOX 38MMX60CM 1000W 220V T/CENTRO,515.0,730.4
1060,2,"TUB INOX 5/16""ØX362CM 5000W220 V T/CABLE",2375.5,876.79
1061,1,TUE Ø 8 MM X 303 APROX 5000 W 220 V,2080.85,523.53
1062,1,"TUB INOX 5/16""ØX307MM  2100W220V ""M"" CUA",1899.18,164.55
1063,1,REPARACION TUBO PYREX 7.2 OHMS,3298.28,33387.05
1064,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,150.0,78.65
1065,1,"BOQUILLA 11/2X1""1/2"" 300W 240V""",442.75,253.0
1066,1,"BOQUILLA 2X2""  350W 240V""",462.0,220.0
1067,1,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95,345.97
1068,1,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95,345.97
1069,4,"CAR INOX 3/8""Øx26CMS LONG 1200W 127V CAB",763.0,286.9
1070,4,"CBS INOX 3/8"" DE ØX61CMTS1200W127V TF",845.0,669.24
1071,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68
1072,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68
1073,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68
1074,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68
1075,2,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,288.8
1076,18,BP S/BLINDA 300MMX698MM 2500W 230V 18BA,7780.0,16025.97
1077,18,BP S/BLINDA 300MMX698MM 2000W 230V 18BA,7780.0,19187.82
1078,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,192.79
1079,8,FAB RESISTENCIA DSD CAL.12 X40CMX10CM,132.06,170.62
1080,2,BC INOX 144MMØ X87MM 2100W 400V SIN/CAJA,1853.25,2233.68
1081,2,BL INOX 60mmØx50mm 400W 120/240V EXT30CM,852.53,110.26
1082,2,BAN INOX 146MMØX40MM 500W230V CINT/ALLEN,1790.5,310.7
1083,2,"BAN INOX 9""ØX3"" ANCH 1700W 230V T/CABLE",1900.0,507.97
1084,1,PT-100 7.5MMØX95MM EXT.48CM 3H C/MACHO,1280.14,477.16
1085,10,PT-100 6MMØX30MM EXT3MT BAY-2G RES/MALLA,978.6,5185.87
1086,5,TEA J 6MMØX30MM EXT.2MT RESOR/BOY2G/CLAV,732.0,681.25
1087,3,"TUB INOX 7/16""ØX330MM 1100W 210V ALE/BUS",1800.0,936.33
1088,3,"TUA ""U"" 1/2""Øx18"" 4kW 220V BUSHING LATON",1086.23,824.78
1089,3,"CAS INOX 5/8""ØX6"" 500W 240V EXT30CM",699.38,621.48
1090,10,"PRECALENTADOR 2""Øx61/2""  500W127V",3220.0,6679.11
1091,4,"TUA ""U"" 7/16""X1000mm 5KW 440V C/TAP LAT",5790.0,7194.25
1092,4,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,230.4
1093,30,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,8663.07
1094,4,TIRA INOX 38MMX45CM 750W220V TER/TIPO H,582.13,524.96
1095,2,BAN INOX 260MMØX35MM 1000W 440V EXT30CM,773.06,252.21
1096,10,CERAMICO OVALADO P/ ELEMENTO C-14- 2 BAR,6.54,60.0
1097,7,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",299.8,356.56
1098,30,"TUB INOX 7/16""Øx950mm U 2777W 440V BUSHI",1102.75,22555.72
1099,3,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,188.86
1100,2,"TUB INOX. 5/16""Øx1160mm 1750W120V BUSHIN",1330.35,652.49
1101,2,"TUB INOX 1/2""ØX80CM 80KW 440V ""U"" PLAC",17393.06,12146.99
1102,10,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",825.0,3329.01
1103,1,"AK 1/16""ØX265MM EXT1MT MALLA  C/MACHO",1283.8,131.36
1104,4,FABRICACIÓN ESPECIAL 1300W 115V,18869.0,6885.12
1105,2,"CAS INOX 5/8""ØX2"" 300W 240V EXT.30CM",581.46,289.73
1106,2,"CAS INOX 1/2""ØX2"" 300W 240V EXT30CM",555.06,192.34
1107,8,"TUB INOX. 5/16""Øx510mm CLIP 9KW 230V TAP",3545.43,6402.83
1108,1,"TUB INOX 5/16""ØX390MM 3350W 240V ESP/ZAP",1370.74,328.39
1109,1,"TUB INOX 7/16""ØX277MM 2000W 220V ""M"" BUS",1018.0,273.77
1110,2,"CAS INOX 3/8""ØX11/2"" 175W127V C/TJ EXT30",817.79,266.08
1111,4,"CAS INOX. 3/8""Øx4"" LONG 500W 120V CABLE",530.64,1300.94
1112,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0,222.0
1113,1,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",210.0,90.91
1114,1,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 3 MT""",305.5,113.59
1115,4,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,577.6
1116,1,"TER K 1/4""ØX4"" CON1/2""-1/2"" NPT C/MAR",965.4,413.55
1117,5,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,606.0,1182.99
1118,10,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 3 MT""",398.0,1136.37
1119,1,BAN M/LUNA 190MMØX230MMX46MM 1350W127V T,1157.93,187.54
1120,1,"TUB INOX 1/4""ØX1450MM ""U"" ESP 7500W440V",4500.0,1088.23
1121,2,BAN P COMUN 24MMØX108CM 1750W220V T/TORN,699.52,133.59
1122,1,"BOQUILLA 2X2""  350W 240V""",462.0,220.0
1123,3,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",299.8,178.63
1124,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,125.91
1125,1,REPARACION MUFLA DE 3600W 230V,2533.27,0.0
1126,4,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",2359.7,1352.89
1127,1,BAN P INOX 155MMX80MM 343W 220V EXT30CM,772.6,49.16
1128,4,"BOQUILLA 2X2""  350W 240V""",462.07,880.0
1129,3,BASTIDOR RESISTENCIAS ELSTEIN 12KW 460V,1194.66,0.0
1130,2,BAN INOX 298MMØX50MM 1500W 240V T/TOR,932.0,415.38
1131,2,BAN INOX DE 176MMØX100MM 2000W 240V T/TO,730.8,253.04
1132,1,REPARACION HORNO 1000W 110V,1911.0,329.0
1133,3,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V",1572.45,1800.09
1134,10,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,1444.0
1135,6,"TUB INOX 7/16""ØX495MM 3000W 240V BUSH",1127.46,2131.82
1136,1,"TUBULAR U"" 11mmØx510mm 3kW 460V 3pz""",1800.0,2392.5
1137,1,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",1130.5,421.11
1138,1,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",675.97,89.76
1139,1,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",730.17,72.34
1140,10,"TUB ""J"" Ø 3/8 X 1155 MM TOTAL 2400 W 440",1677.0,5213.9
1141,5,"TU ""J"" Ø 3/8 X 1155 MM 2400W 440V TERMOS",2445.0,8135.45
1142,4,"CAS INOX 3/8""ØX4"" 400W 127V EXT 1M/SOGUI",698.0,0.0
1143,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,6310.2
1144,3,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,1921.52
1145,1,"TUB INOX 5/16""ØX30CM 2000W 240V ""M"" BUSH",899.0,197.53
1146,6,"TUB INOX 7/16""ØX72CM 1000W 220V RECTA",619.5,460.25
1147,1,"TUB INOX 1/4""ØX215MMX175MM 820W110V CUAD",699.5,70.7
1148,1,"TUB INOX 5/16""ØX215MM 1500W 240V U 1""NPT",650.0,316.45
1149,6,CALTA 8MM Ø X 240 MM 500 W 220 V RECTO,413.4,559.81
1150,10,CARTUCHO 8MMØ X290MM 500W 220V,415.0,1007.01
1151,10,CARTUCHO Ø 8 MM X340 MM 500W 220 V,407.0,1247.67
1152,10,CARTUCHO Ø 8MM X 520 MM 500 W 220 V,541.25,1321.62
1153,7,CARTUCHO DE 8MM X 590MM LONG. 500W 220V,708.0,972.31
1154,10,CARTUCHO ESC.Ø 8MM X 325 MM 500W 220V,488.0,1192.74
1155,10,"CARTUCHO ALTA 1/4 Ø X 12 500 W 220V""",1615.25,521.21
1156,3,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",2056.2,1758.97
1157,1,BAN P INOX 121MMX121MM 250W 240V ESP,662.57,47.84
1158,1,BAN P INOX 255MMX120MM 1250W 240V T/TOR,815.07,99.37
1159,1,BAN P INOX 260MMX186MM 1800W 240V T/TOR,876.98,142.2
1160,1,BAN P INOX 120MMX47.5MMX23MM 250W 240V T,588.0,39.85
1161,10,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,792.11,1314.54
1162,10,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,798.79,1376.26
1163,1,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,984.15,203.69
1164,1,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,699.47,126.29
1165,3,"TUB RECTA 1/2øX800mm 950W 140V""",705.5,382.87
1166,6,"TUB U"" 7/16 Ø X50 CM 10 KW 440 V DELTA""",2895.47,6716.37
1167,1,"TUB INOX 5/16""ØX203MM 1500W 240V U TAP1""",670.69,331.33
1168,1,"TUB INOX 1/4""ØX113CM 1000W 127V ESPECIAL",1466.21,379.55
1169,6,CAS INOX 8MMØX120MM 350W260V EXT.1.5MT,1026.8,494.02
1170,6,CAS INOX 12.5MMØX200MM 1300W260V EXT1.5M,1165.0,1475.75
1171,1,REPARACION DE TERMINALES DE CARTUCHO,485.0,67.84
1172,2,"TUA INCOLOY 1/2""ØX59CM 15KW220V T2 1/2""",5765.49,4993.3
1173,11,BP S/BLINDA 300MMX698MM 2500W 230V 18BA,3890.0,10806.45
1174,5,PISTOLA DE AIRE 3500W 220V,720.0,650.58
1175,6,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,195.0,472.05
1176,1,"TEA 1/4""ØX11.5MM EXT.5MT C-1/2""NPT RESOR",1018.0,414.84
1177,2,"TEA 1/4""ØX11.5MM EXT.5MT C-1/2""NPT RESOR",1018.0,829.67
1178,1,BAN INOX 225MMØX39MM 400W 127V EXT30CM,906.05,117.24
1179,1,"TERMOPAR CERAMICO T/K"" LONG 18"" CAL 8""",609.84,173.0
1180,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.1,222.0
1181,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",353.45,57.6
1182,2,"TUB INOX 7/16""x105CMS 1500W 220V BUSHING",925.0,436.67
1183,1,BOB DSD CAL.15 9.5MMØX2MT 1680W127V GAZA,805.5,57.07
1184,8,"CAS INOX 1/2""ØX1 1/2"" 250W 127V EXT.30CM",553.0,775.7
1185,5,CAS 12MMØX312MM 300W110V ESCUAD EXT102CM,840.0,800.11
1186,2,"TUB INOX 1/2""X66CM 4500W 480V 2 1/2"" 3PZ",4769.0,3863.23
1187,3,"CAS INOX 1/2""ØX3 1/2"" 400W 127V EXT.30CM",565.4,271.25
1188,12,"CARTUCHO 3/8"" X 8"" 250W, 240V. TUBO PLIC",1219.74,3016.4
1189,6,"CBE INOX 3/8""ØX8"" 250W 240V EXT42"" 37""PL",1022.67,1282.59
1190,10,"TUB INOX 5/16Øx1790mm 1300W 220V BUSHIG""",1386.16,2913.27
1191,1,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",790.0,89.76
1192,1,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",790.0,72.34
1193,1,BAN P INOX 168MMX88MM 300W 240V EXT50CM,852.0,150.44
1194,1,BAN P INOX 115MMX93MM 300W 240V EXT50CM,755.0,53.71
1195,1,BAN P INOX 178MMX110MMX150MM 500W240V,852.0,108.81
1196,3,"BC PLANA 6""LARx4 1/4""ANC 2000W 220V C/TJ",2400.0,1416.65
1197,1,"TEA K 3/16""ØX3/4"" EXT1.5MT CON-1/8"" NPT",620.2,170.55
1198,2,"TUB INOX 5/16""ØX114CM 1500W 220V U 1NPT",1642.35,926.71
1199,1,"TUB INOX 1/2""ØX85CM 22KW 440V CLIP/PLAC",8121.2,3280.08
1200,1,"TEA J 3/16""ØX40CM EXT3MT C/TORNILLO 1/4""",742.45,166.83
1201,1,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR",1208.25,93.2
1202,1,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR",1208.25,93.2
1203,8,BC INOX 137MMØX100MM 1800W 240V BLOCK,2529.4,5304.97
1204,4,BAN P INOX 45MMX200MM 350W 240V EXT30CM,608.36,176.5
1205,4,BAN P INOX 70MMX122MM 350W 240V EXT30CM,636.38,170.28
1206,2,"BAN INOX 2""ØX7"" 750W 127V EXT.30CM CANTO",1070.6,350.67
1207,4,"BOQUILLA 2X2""  350W 240V""",462.0,1200.0
1208,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,96.4
1209,2,"CAS INOX 1/4""ØX5 1/2"" 400W 240V EXT30CM",545.0,76.84
1210,2,"CAS INOX 1/4""ØX6"" 400W 240V EXT30CM",585.0,106.65
1211,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3.5 MT,488.0,253.43
1212,6,"CAS INOX 1/2""ØX4"" 600W 240V EXT3M 30CMSI",1098.74,1412.1
1213,1,"CAS INOX 1/2""ØX4"" 600W240V EXT3M PLI30CM",1177.25,277.2
1214,1,"TEA J 1/4""ØX8"" EXT1.5MT C/TORNILLO-3/8""Ø",601.5,145.23
1215,1,BAN M/LUNA 280MMØX260MM 3000W 440V CLAV,5901.45,1047.18
1216,2,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,691.7,531.27
1217,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,521.04,820.82
1218,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,350.41,502.72
1219,2,"TER J 3/16""ØX2"" EXT50CM ZAP/PIN",378.26,198.45
1220,20,FAB RESISTENCIA DSD CAL.12 X40CMX10CM,132.06,426.55
1221,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,78.68
1222,1,"TUB INOX 1/2""X66CM 4500W 480V 2 1/2"" 3PZ",4769.0,1931.62
1223,1,REP. DE ELEMENTO TK CAL.20X36.5XCM,745.69,78.38
1224,1,"TUB INOX 7/16""ØX40CM 1000W 127V ""M"" BUSH",1089.35,332.12
1225,1,"TUB INOX 7/16""ØX40CM 1000W 127V ""M"" BUSH",1089.35,332.12
1226,4,FABRICACIÓN ESPECIAL 1300W 115V,18869.0,6885.12
1227,1,"TUB INOX. 5/16""Øx320mm 750W, 120V. U",768.5,63.09
1228,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,125.91
1229,2,"TUB INOX 1/4""ØX80CM 800W127V RECTA T/ZAP",623.37,139.11
1230,1,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,153.25,62.95
1231,2,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,691.68,531.27
1232,1,"TER J 1/8""ØX2 1/2"" EXT1.5MT TRAN/RESOR",429.25,81.99
1233,6,"TUB INOX 7/16""ØX50CM 2500W 240V ""U"" BUSH",986.0,1414.5
1234,4,CAM INOX 10MMØX16CM 400W240V RECT EX30CM,545.0,253.47
1235,1,"PT-100 5/16""ØX1MT CON1/2""-1/2""NPT C/MARI",1075.31,521.55
1236,15,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,175.31,1141.15
